ts,open,high,low,close,volume_quote
2026-01-02 17:00:00+00:00,584.890790,586.626264,583.433514,585.168988,61710.750000
2026-01-02 18:00:00+00:00,585.168988,585.803869,581.447331,582.082212,49032.590000
2026-01-02 19:00:00+00:00,582.082212,582.553541,578.677349,579.148678,56634.400000
2026-01-02 20:00:00+00:00,579.148678,580.391717,578.252019,579.495058,65486.500000
2026-01-02 21:00:00+00:00,579.495058,579.853679,577.414048,577.772669,64989.170000
2026-01-02 22:00:00+00:00,577.772669,581.534578,569.138590,572.900499,42298.040000
2026-01-02 23:00:00+00:00,572.900499,577.516631,569.670266,574.286398,72368.170000
2026-01-03 00:00:00+00:00,574.286398,575.698958,572.814946,574.227506,45170.070000
2026-01-03 01:00:00+00:00,574.227506,576.698467,573.109608,575.580568,61269.950000
2026-01-03 02:00:00+00:00,575.580568,577.579398,572.027260,574.026089,42637.080000
2026-01-03 03:00:00+00:00,574.026089,574.625205,571.202345,571.801460,71132.310000
2026-01-03 04:00:00+00:00,571.801460,573.958446,567.276245,569.433230,71850.770000
2026-01-03 05:00:00+00:00,569.433230,572.689887,566.844813,570.101469,72490.490000
2026-01-03 06:00:00+00:00,570.101469,573.413046,563.674768,566.986346,74948.480000
2026-01-03 07:00:00+00:00,566.986346,567.172781,562.999577,563.186011,46210.620000
2026-01-03 08:00:00+00:00,563.186011,564.775471,559.427033,561.016492,54447.820000
2026-01-03 09:00:00+00:00,561.016492,563.229895,556.400097,558.613500,42778.300000
2026-01-03 10:00:00+00:00,558.613500,559.339750,553.623277,554.349528,50070.410000
2026-01-03 11:00:00+00:00,554.349528,556.989897,553.926395,556.566765,58875.380000
2026-01-03 12:00:00+00:00,556.566765,557.423284,556.067956,556.924476,70112.360000
2026-01-03 13:00:00+00:00,556.924476,557.474137,555.323888,555.873549,46128.440000
2026-01-03 14:00:00+00:00,555.873549,556.974848,553.774410,554.875709,52381.020000
2026-01-03 15:00:00+00:00,554.875709,556.218178,553.137231,554.479700,56853.440000
2026-01-03 16:00:00+00:00,554.479700,556.190005,552.841822,554.552126,60385.680000
2026-01-03 17:00:00+00:00,554.552126,556.074525,550.464085,551.986483,51969.080000
2026-01-03 18:00:00+00:00,551.986483,554.846559,548.038684,550.898760,42698.200000
2026-01-03 19:00:00+00:00,550.898760,551.151334,549.735495,549.988069,48156.640000
2026-01-03 20:00:00+00:00,549.988069,555.105378,547.319046,552.436355,42505.560000
2026-01-03 21:00:00+00:00,552.436355,552.625338,550.186875,550.375858,74312.900000
2026-01-03 22:00:00+00:00,550.375858,554.599745,548.354832,552.578719,75040.080000
2026-01-03 23:00:00+00:00,552.578719,554.656258,552.208457,554.285997,63511.480000
2026-01-04 00:00:00+00:00,554.285997,556.903059,553.831939,556.449000,54086.350000
2026-01-04 01:00:00+00:00,556.449000,556.821317,554.323853,554.696169,67519.200000
2026-01-04 02:00:00+00:00,554.696169,556.134023,553.986732,555.424586,59443.910000
2026-01-04 03:00:00+00:00,555.424586,557.018681,553.024550,554.618645,51064.650000
2026-01-04 04:00:00+00:00,554.618645,559.635024,551.669954,556.686333,77432.630000
2026-01-04 05:00:00+00:00,556.686333,557.412053,553.206347,553.932066,59457.090000
2026-01-04 06:00:00+00:00,553.932066,555.834928,552.551801,554.454663,71373.000000
2026-01-04 07:00:00+00:00,554.454663,558.798731,552.828804,557.172872,44576.430000
2026-01-04 08:00:00+00:00,557.172872,558.105198,555.050895,555.983221,67608.200000
2026-01-04 09:00:00+00:00,555.983221,559.010263,553.959804,556.986847,73995.120000
2026-01-04 10:00:00+00:00,556.986847,559.075602,556.838009,558.926764,55297.990000
2026-01-04 11:00:00+00:00,558.926764,561.020455,556.575329,558.669020,63480.740000
2026-01-04 12:00:00+00:00,558.669020,560.284185,555.853212,557.468378,56035.020000
2026-01-04 13:00:00+00:00,557.468378,559.346841,557.020003,558.898466,53688.740000
2026-01-04 14:00:00+00:00,558.898466,559.874055,556.364617,557.340205,70570.140000
2026-01-04 15:00:00+00:00,557.340205,558.791131,556.090547,557.541473,63111.700000
2026-01-04 16:00:00+00:00,557.541473,559.299755,552.950223,554.708505,63247.540000
2026-01-04 17:00:00+00:00,554.708505,558.201058,553.735498,557.228051,60032.280000
2026-01-04 18:00:00+00:00,557.228051,559.805505,552.674554,555.252008,49159.350000
2026-01-04 19:00:00+00:00,555.252008,558.993868,550.889942,554.631801,52856.330000
2026-01-04 20:00:00+00:00,554.631801,555.240454,553.538550,554.147202,47008.490000
2026-01-04 21:00:00+00:00,554.147202,555.464452,553.041392,554.358642,57584.580000
2026-01-04 22:00:00+00:00,554.358642,555.517735,549.306350,550.465443,66948.510000
2026-01-04 23:00:00+00:00,550.465443,555.377663,549.843325,554.755546,70675.120000
2026-01-05 00:00:00+00:00,554.755546,555.155002,554.640666,555.040122,48647.390000
2026-01-05 01:00:00+00:00,555.040122,555.948264,553.981428,554.889571,52096.050000
2026-01-05 02:00:00+00:00,554.889571,555.887832,552.983509,553.981770,77242.830000
2026-01-05 03:00:00+00:00,553.981770,555.165942,553.766869,554.951041,45062.830000
2026-01-05 04:00:00+00:00,554.951041,555.597995,552.695296,553.342250,56312.540000
2026-01-05 05:00:00+00:00,553.342250,554.219143,550.164189,551.041083,51330.430000
2026-01-05 06:00:00+00:00,551.041083,554.316357,550.009913,553.285187,71386.570000
2026-01-05 07:00:00+00:00,553.285187,555.014774,552.592736,554.322323,48748.890000
2026-01-05 08:00:00+00:00,554.322323,556.616178,548.769344,551.063200,57371.260000
2026-01-05 09:00:00+00:00,551.063200,555.137264,547.856373,551.930438,75296.150000
2026-01-05 10:00:00+00:00,551.930438,554.637776,550.833417,553.540755,70405.590000
2026-01-05 11:00:00+00:00,553.540755,555.311776,550.243525,552.014546,65192.300000
2026-01-05 12:00:00+00:00,552.014546,553.590618,551.807556,553.383628,49235.610000
2026-01-05 13:00:00+00:00,553.383628,557.549701,553.197982,557.364056,63618.010000
2026-01-05 14:00:00+00:00,557.364056,559.431331,555.430884,557.498159,42098.980000
2026-01-05 15:00:00+00:00,557.498159,559.099951,555.127637,556.729429,45841.600000
2026-01-05 16:00:00+00:00,556.729429,560.109257,555.633664,559.013491,62667.170000
2026-01-05 17:00:00+00:00,559.013491,562.220678,557.825655,561.032842,49181.780000
2026-01-05 18:00:00+00:00,561.032842,564.276601,559.742737,562.986497,45182.780000
2026-01-05 19:00:00+00:00,562.986497,566.739867,561.612687,565.366058,43441.030000
2026-01-05 20:00:00+00:00,565.366058,566.253915,561.377080,562.264937,65548.570000
2026-01-05 21:00:00+00:00,562.264937,563.758605,557.496947,558.990614,59651.860000
2026-01-05 22:00:00+00:00,558.990614,559.176418,555.352733,555.538536,56601.090000
2026-01-05 23:00:00+00:00,555.538536,559.272301,555.381117,559.114882,74154.590000
2026-01-06 00:00:00+00:00,559.114882,562.147412,553.543553,556.576083,75983.940000
2026-01-06 01:00:00+00:00,556.576083,559.319088,550.928942,553.671948,76356.600000
2026-01-06 02:00:00+00:00,553.671948,554.605490,552.775236,553.708779,67943.460000
2026-01-06 03:00:00+00:00,553.708779,554.324478,551.625147,552.240846,70123.910000
2026-01-06 04:00:00+00:00,552.240846,553.557329,551.405031,552.721515,57944.420000
2026-01-06 05:00:00+00:00,552.721515,554.268468,552.422229,553.969182,65760.950000
2026-01-06 06:00:00+00:00,553.969182,554.255206,551.767430,552.053454,50142.210000
2026-01-06 07:00:00+00:00,552.053454,554.902619,548.745218,551.594383,72520.990000
2026-01-06 08:00:00+00:00,551.594383,552.922781,550.572399,551.900797,52246.270000
2026-01-06 09:00:00+00:00,551.900797,553.157711,547.995264,549.252177,53429.700000
2026-01-06 10:00:00+00:00,549.252177,550.263823,547.439890,548.451535,48927.940000
2026-01-06 11:00:00+00:00,548.451535,550.092912,546.298226,547.939603,62743.360000
2026-01-06 12:00:00+00:00,547.939603,550.701732,543.094334,545.856463,46352.060000
2026-01-06 13:00:00+00:00,545.856463,547.615507,543.479576,545.238620,51352.110000
2026-01-06 14:00:00+00:00,545.238620,552.303479,544.060697,551.125556,56508.350000
2026-01-06 15:00:00+00:00,551.125556,551.172397,548.206696,548.253538,42762.340000
2026-01-06 16:00:00+00:00,548.253538,551.124203,545.773085,548.643751,74619.640000
2026-01-06 17:00:00+00:00,548.643751,550.831231,546.100131,548.287611,54086.490000
2026-01-06 18:00:00+00:00,548.287611,548.486716,547.561090,547.760195,44101.680000
2026-01-06 19:00:00+00:00,547.760195,548.370862,546.591244,547.201911,61797.560000
2026-01-06 20:00:00+00:00,547.201911,551.879273,546.896005,551.573367,44784.020000
2026-01-06 21:00:00+00:00,551.573367,553.501458,549.321109,551.249200,60145.300000
2026-01-06 22:00:00+00:00,551.249200,554.924710,544.765770,548.441280,42404.040000
2026-01-06 23:00:00+00:00,548.441280,550.807724,546.804866,549.171310,54996.620000
2026-01-07 00:00:00+00:00,549.171310,550.679858,545.474249,546.982797,51263.010000
2026-01-07 01:00:00+00:00,546.982797,548.900809,543.281894,545.199906,62516.150000
2026-01-07 02:00:00+00:00,545.199906,547.701506,544.244669,546.746268,47173.160000
2026-01-07 03:00:00+00:00,546.746268,551.059397,544.613751,548.926880,61419.370000
2026-01-07 04:00:00+00:00,548.926880,548.979403,547.670220,547.722743,57275.070000
2026-01-07 05:00:00+00:00,547.722743,553.953676,545.966109,552.197042,45214.270000
2026-01-07 06:00:00+00:00,552.197042,556.870160,550.759990,555.433109,71880.430000
2026-01-07 07:00:00+00:00,555.433109,560.791756,551.550394,556.909041,45282.740000
2026-01-07 08:00:00+00:00,556.909041,558.237959,555.318929,556.647848,53089.640000
2026-01-07 09:00:00+00:00,556.647848,556.699417,556.153423,556.204992,66412.440000
2026-01-07 10:00:00+00:00,556.204992,559.129540,554.567872,557.492420,50345.840000
2026-01-07 11:00:00+00:00,557.492420,559.279512,553.570107,555.357198,53839.220000
2026-01-07 12:00:00+00:00,555.357198,557.829674,553.693452,556.165928,55026.750000
2026-01-07 13:00:00+00:00,556.165928,558.483980,554.342243,556.660295,66405.060000
2026-01-07 14:00:00+00:00,556.660295,557.392864,555.455894,556.188463,64267.270000
2026-01-07 15:00:00+00:00,556.188463,556.591164,554.426768,554.829469,66465.650000
2026-01-07 16:00:00+00:00,554.829469,555.543457,552.507833,553.221820,66909.070000
2026-01-07 17:00:00+00:00,553.221820,555.475269,552.726327,554.979776,75220.310000
2026-01-07 18:00:00+00:00,554.979776,555.285777,554.167705,554.473707,68802.540000
2026-01-07 19:00:00+00:00,554.473707,559.061865,549.889112,554.477270,71440.620000
2026-01-07 20:00:00+00:00,554.477270,557.128203,553.491102,556.142035,52539.360000
2026-01-07 21:00:00+00:00,556.142035,557.874461,549.472295,551.204722,72519.400000
2026-01-07 22:00:00+00:00,551.204722,555.023385,548.241141,552.059805,58361.560000
2026-01-07 23:00:00+00:00,552.059805,555.023396,551.173730,554.137321,53827.390000
2026-01-08 00:00:00+00:00,554.137321,557.994420,551.743042,555.600142,75860.220000
2026-01-08 01:00:00+00:00,555.600142,557.143394,554.889800,556.433052,77837.540000
2026-01-08 02:00:00+00:00,556.433052,558.766341,553.262774,555.596063,50585.370000
2026-01-08 03:00:00+00:00,555.596063,556.554907,554.891732,555.850577,46634.790000
2026-01-08 04:00:00+00:00,555.850577,563.117959,552.248675,559.516057,66059.730000
2026-01-08 05:00:00+00:00,559.516057,562.817504,555.181199,558.482646,66569.450000
2026-01-08 06:00:00+00:00,558.482646,561.587290,554.480505,557.585150,66734.580000
2026-01-08 07:00:00+00:00,557.585150,558.083165,556.320063,556.818078,63174.070000
2026-01-08 08:00:00+00:00,556.818078,557.012208,555.883276,556.077405,50723.720000
2026-01-08 09:00:00+00:00,556.077405,557.974736,552.957317,554.854647,53693.860000
2026-01-08 10:00:00+00:00,554.854647,559.627957,552.401039,557.174348,70860.920000
2026-01-08 11:00:00+00:00,557.174348,558.151278,551.403108,552.380038,45663.370000
2026-01-08 12:00:00+00:00,552.380038,553.996411,551.374922,552.991295,52026.140000
2026-01-08 13:00:00+00:00,552.991295,556.082279,547.137573,550.228558,75308.830000
2026-01-08 14:00:00+00:00,550.228558,552.374988,548.170397,550.316827,49980.050000
2026-01-08 15:00:00+00:00,550.316827,552.485575,544.064720,546.233468,48651.970000
2026-01-08 16:00:00+00:00,546.233468,547.120516,544.280368,545.167415,60634.120000
2026-01-08 17:00:00+00:00,545.167415,547.239854,541.084410,543.156849,48323.230000
2026-01-08 18:00:00+00:00,543.156849,544.484815,542.449341,543.777307,61904.650000
2026-01-08 19:00:00+00:00,543.777307,544.879475,539.858332,540.960500,55502.780000
2026-01-08 20:00:00+00:00,540.960500,543.750512,539.881172,542.671184,76381.820000
2026-01-08 21:00:00+00:00,542.671184,545.046692,541.066270,543.441778,71685.970000
2026-01-08 22:00:00+00:00,543.441778,547.649007,540.971268,545.178496,58085.570000
2026-01-08 23:00:00+00:00,545.178496,548.159441,538.619021,541.599966,64686.520000
2026-01-09 00:00:00+00:00,541.599966,546.267603,537.305014,541.972650,59961.670000
2026-01-09 01:00:00+00:00,541.972650,543.597920,538.870150,540.495419,59855.100000
2026-01-09 02:00:00+00:00,540.495419,541.038867,540.034099,540.577547,54483.260000
2026-01-09 03:00:00+00:00,540.577547,541.291596,540.559793,541.273841,59479.340000
2026-01-09 04:00:00+00:00,541.273841,544.053528,539.758284,542.537971,59190.700000
2026-01-09 05:00:00+00:00,542.537971,547.171014,539.789260,544.422304,63331.840000
2026-01-09 06:00:00+00:00,544.422304,546.124049,541.768827,543.470573,43266.440000
2026-01-09 07:00:00+00:00,543.470573,544.058561,542.312678,542.900667,71815.420000
2026-01-09 08:00:00+00:00,542.900667,546.475368,540.340728,543.915429,61356.330000
2026-01-09 09:00:00+00:00,543.915429,545.198183,539.234200,540.516954,62578.460000
2026-01-09 10:00:00+00:00,540.516954,543.141838,538.993530,541.618413,61975.970000
2026-01-09 11:00:00+00:00,541.618413,545.510977,537.654292,541.546856,68180.540000
2026-01-09 12:00:00+00:00,541.546856,543.619726,541.039112,543.111982,46268.170000
2026-01-09 13:00:00+00:00,543.111982,545.623536,542.770970,545.282523,45714.350000
2026-01-09 14:00:00+00:00,545.282523,548.682116,542.479064,545.878656,74424.190000
2026-01-09 15:00:00+00:00,545.878656,547.246014,540.612780,541.980137,45506.250000
2026-01-09 16:00:00+00:00,541.980137,542.925597,540.377281,541.322741,48758.700000
2026-01-09 17:00:00+00:00,541.322741,541.931341,538.771801,539.380401,73261.500000
2026-01-09 18:00:00+00:00,539.380401,539.764634,537.440408,537.824641,44446.070000
2026-01-09 19:00:00+00:00,537.824641,540.714895,537.823986,540.714240,50850.780000
2026-01-09 20:00:00+00:00,540.714240,541.073728,538.450422,538.809911,75560.100000
2026-01-09 21:00:00+00:00,538.809911,540.068294,532.893118,534.151502,58975.390000
2026-01-09 22:00:00+00:00,534.151502,537.667129,531.629299,535.144927,46244.600000
2026-01-09 23:00:00+00:00,535.144927,536.821913,534.910474,536.587461,53307.200000
2026-01-10 00:00:00+00:00,536.587461,537.489499,535.708749,536.610787,62642.250000
2026-01-10 01:00:00+00:00,536.610787,539.540371,532.260174,535.189758,51378.400000
2026-01-10 02:00:00+00:00,535.189758,536.474732,533.384965,534.669939,73619.960000
2026-01-10 03:00:00+00:00,534.669939,536.638812,534.352610,536.321483,77739.520000
2026-01-10 04:00:00+00:00,536.321483,536.955668,535.258096,535.892280,65785.050000
2026-01-10 05:00:00+00:00,535.892280,537.504612,535.374534,536.986866,71673.830000
2026-01-10 06:00:00+00:00,536.986866,544.347066,532.992161,540.352361,77150.590000
2026-01-10 07:00:00+00:00,540.352361,540.970437,538.650072,539.268147,65690.030000
2026-01-10 08:00:00+00:00,539.268147,541.888038,538.089917,540.709807,71829.060000
2026-01-10 09:00:00+00:00,540.709807,540.839569,539.880934,540.010696,65615.130000
2026-01-10 10:00:00+00:00,540.010696,540.031224,534.845052,534.865580,62197.470000
2026-01-10 11:00:00+00:00,534.865580,534.913667,532.443523,532.491610,46405.150000
2026-01-10 12:00:00+00:00,532.491610,533.063845,531.492199,532.064434,52030.810000
2026-01-10 13:00:00+00:00,532.064434,533.889699,531.737442,533.562707,51098.030000
2026-01-10 14:00:00+00:00,533.562707,533.566505,533.481085,533.484882,45748.730000
2026-01-10 15:00:00+00:00,533.484882,535.186063,530.085897,531.787078,52460.530000
2026-01-10 16:00:00+00:00,531.787078,534.535646,531.196831,533.945400,77874.730000
2026-01-10 17:00:00+00:00,533.945400,535.808991,533.784747,535.648338,64528.750000
2026-01-10 18:00:00+00:00,535.648338,536.146531,535.198053,535.696245,61025.900000
2026-01-10 19:00:00+00:00,535.696245,535.717160,533.606300,533.627215,53946.280000
2026-01-10 20:00:00+00:00,533.627215,534.311164,527.724272,528.408222,50301.210000
2026-01-10 21:00:00+00:00,528.408222,531.933864,526.497448,530.023090,51740.580000
2026-01-10 22:00:00+00:00,530.023090,531.200186,527.451084,528.628180,55552.670000
2026-01-10 23:00:00+00:00,528.628180,529.646830,525.458113,526.476762,44903.000000
2026-01-11 00:00:00+00:00,526.476762,527.073795,526.233165,526.830197,48077.050000
2026-01-11 01:00:00+00:00,526.830197,527.137748,525.144041,525.451591,51514.780000
2026-01-11 02:00:00+00:00,525.451591,526.076834,522.732288,523.357531,56608.160000
2026-01-11 03:00:00+00:00,523.357531,527.772947,521.959888,526.375305,75833.250000
2026-01-11 04:00:00+00:00,526.375305,530.853327,525.426133,529.904155,58608.820000
2026-01-11 05:00:00+00:00,529.904155,532.761809,526.191480,529.049134,69961.760000
2026-01-11 06:00:00+00:00,529.049134,532.863905,519.627168,523.441938,77000.660000
2026-01-11 07:00:00+00:00,523.441938,524.258436,522.606067,523.422565,68018.090000
2026-01-11 08:00:00+00:00,523.422565,524.846871,519.926549,521.350856,77615.900000
2026-01-11 09:00:00+00:00,521.350856,521.565226,520.637082,520.851452,73806.640000
2026-01-11 10:00:00+00:00,520.851452,522.135528,520.540986,521.825062,44475.130000
2026-01-11 11:00:00+00:00,521.825062,521.890264,520.309232,520.374434,61725.190000
2026-01-11 12:00:00+00:00,520.374434,520.559525,519.432744,519.617835,51241.010000
2026-01-11 13:00:00+00:00,519.617835,520.217750,514.895001,515.494917,50249.370000
2026-01-11 14:00:00+00:00,515.494917,519.599544,507.390361,511.494989,59374.690000
2026-01-11 15:00:00+00:00,511.494989,512.229410,511.223881,511.958302,64140.410000
2026-01-11 16:00:00+00:00,511.958302,514.461904,506.986099,509.489701,60404.810000
2026-01-11 17:00:00+00:00,509.489701,511.170349,506.114905,507.795553,64033.550000
2026-01-11 18:00:00+00:00,507.795553,510.439000,506.025710,508.669157,77159.150000
2026-01-11 19:00:00+00:00,508.669157,512.741839,506.234204,510.306886,64764.360000
2026-01-11 20:00:00+00:00,510.306886,512.243237,506.713136,508.649488,60930.330000
2026-01-11 21:00:00+00:00,508.649488,511.540433,507.572864,510.463809,43155.420000
2026-01-11 22:00:00+00:00,510.463809,511.124505,509.425891,510.086588,60889.080000
2026-01-11 23:00:00+00:00,510.086588,511.343682,509.991458,511.248553,47307.990000
2026-01-12 00:00:00+00:00,511.248553,511.950834,510.676981,511.379263,51379.770000
2026-01-12 01:00:00+00:00,511.379263,513.852114,510.469782,512.942634,60818.030000
2026-01-12 02:00:00+00:00,512.942634,518.529245,509.815780,515.402391,44482.730000
2026-01-12 03:00:00+00:00,515.402391,516.680405,515.014176,516.292189,77900.840000
2026-01-12 04:00:00+00:00,516.292189,517.773995,514.726650,516.208457,43328.890000
2026-01-12 05:00:00+00:00,516.208457,517.592303,514.027280,515.411126,67445.010000
2026-01-12 06:00:00+00:00,515.411126,520.962873,514.441118,519.992865,51192.490000
2026-01-12 07:00:00+00:00,519.992865,522.114530,514.196076,516.317741,55981.350000
2026-01-12 08:00:00+00:00,516.317741,519.361369,516.206732,519.250360,63938.500000
2026-01-12 09:00:00+00:00,519.250360,524.389609,518.535736,523.674985,51935.480000
2026-01-12 10:00:00+00:00,523.674985,524.028863,519.849276,520.203154,52194.170000
2026-01-12 11:00:00+00:00,520.203154,526.345081,518.233499,524.375426,50634.500000
2026-01-12 12:00:00+00:00,524.375426,527.328448,523.194056,526.147078,52503.840000
2026-01-12 13:00:00+00:00,526.147078,527.493614,524.595877,525.942414,63172.700000
2026-01-12 14:00:00+00:00,525.942414,527.981008,524.489209,526.527803,76508.480000
2026-01-12 15:00:00+00:00,526.527803,530.222963,524.385735,528.080896,51680.260000
2026-01-12 16:00:00+00:00,528.080896,529.123065,526.136175,527.178344,58770.880000
2026-01-12 17:00:00+00:00,527.178344,529.140205,525.763023,527.724884,72408.670000
2026-01-12 18:00:00+00:00,527.724884,529.064020,525.041289,526.380425,64851.320000
2026-01-12 19:00:00+00:00,526.380425,527.967882,524.226192,525.813649,55582.670000
2026-01-12 20:00:00+00:00,525.813649,525.820540,525.700494,525.707385,64785.510000
2026-01-12 21:00:00+00:00,525.707385,531.137233,522.742143,528.171990,59711.690000
2026-01-12 22:00:00+00:00,528.171990,528.368123,525.217686,525.413819,62058.100000
2026-01-12 23:00:00+00:00,525.413819,526.299970,523.052082,523.938233,73009.510000
2026-01-13 00:00:00+00:00,523.938233,524.891309,522.482094,523.435170,77546.500000
2026-01-13 01:00:00+00:00,523.435170,525.455006,518.708345,520.728180,54648.200000
2026-01-13 02:00:00+00:00,520.728180,520.754077,520.402514,520.428411,48069.640000
2026-01-13 03:00:00+00:00,520.428411,520.662354,518.621842,518.855785,64624.260000
2026-01-13 04:00:00+00:00,518.855785,521.681132,518.403796,521.229142,51290.970000
2026-01-13 05:00:00+00:00,521.229142,524.415047,519.189871,522.375775,43274.460000
2026-01-13 06:00:00+00:00,522.375775,523.623979,521.005898,522.254101,76430.100000
2026-01-13 07:00:00+00:00,522.254101,522.790350,519.460052,519.996301,70845.960000
2026-01-13 08:00:00+00:00,519.996301,522.779970,518.406583,521.190251,55470.430000
2026-01-13 09:00:00+00:00,521.190251,524.569973,519.979249,523.358970,75397.400000
2026-01-13 10:00:00+00:00,523.358970,526.019974,523.113438,525.774441,75633.300000
2026-01-13 11:00:00+00:00,525.774441,526.787989,522.419994,523.433541,54087.200000
2026-01-13 12:00:00+00:00,523.433541,523.465965,521.088364,521.120788,74052.230000
2026-01-13 13:00:00+00:00,521.120788,525.260142,519.049283,523.188637,42908.100000
2026-01-13 14:00:00+00:00,523.188637,526.932881,522.436499,526.180743,77990.870000
2026-01-13 15:00:00+00:00,526.180743,528.106597,522.551340,524.477194,46777.360000
2026-01-13 16:00:00+00:00,524.477194,526.123062,522.560640,524.206508,70386.490000
2026-01-13 17:00:00+00:00,524.206508,525.918104,522.600899,524.312495,61794.690000
2026-01-13 18:00:00+00:00,524.312495,524.734469,523.603657,524.025631,73964.540000
2026-01-13 19:00:00+00:00,524.025631,526.857542,523.610164,526.442075,58347.490000
2026-01-13 20:00:00+00:00,526.442075,526.473635,524.845847,524.877407,69358.940000
2026-01-13 21:00:00+00:00,524.877407,527.466799,522.920535,525.509928,77026.020000
2026-01-13 22:00:00+00:00,525.509928,528.668813,515.859844,519.018729,75535.520000
2026-01-13 23:00:00+00:00,519.018729,519.864658,514.563212,515.409140,47229.390000
2026-01-14 00:00:00+00:00,515.409140,517.219447,513.472441,515.282747,63463.990000
2026-01-14 01:00:00+00:00,515.282747,515.657850,512.397698,512.772800,70369.230000
2026-01-14 02:00:00+00:00,512.772800,513.059170,508.146119,508.432489,50147.110000
2026-01-14 03:00:00+00:00,508.432489,511.673442,503.490337,506.731290,68876.170000
2026-01-14 04:00:00+00:00,506.731290,510.001552,504.074016,507.344278,61090.660000
2026-01-14 05:00:00+00:00,507.344278,513.699195,506.564214,512.919131,59014.040000
2026-01-14 06:00:00+00:00,512.919131,516.860416,504.840836,508.782120,42434.230000
2026-01-14 07:00:00+00:00,508.782120,509.764844,505.324304,506.307028,64268.520000
2026-01-14 08:00:00+00:00,506.307028,506.318394,505.968904,505.980271,50333.870000
2026-01-14 09:00:00+00:00,505.980271,506.278177,502.624201,502.922107,63999.090000
2026-01-14 10:00:00+00:00,502.922107,503.777691,502.661554,503.517138,56732.850000
2026-01-14 11:00:00+00:00,503.517138,504.428792,501.595563,502.507218,67606.280000
